Dates;Type;Price;Size
2/21/2023 9:58:14 AM;TRADE;7.06;950
2/21/2023 9:58:14 AM;BEST_ASK;7.08;1500
2/21/2023 9:58:16 AM;BEST_BID;7.02;500
2/21/2023 9:58:24 AM;TRADE;7.08;1500
2/21/2023 9:58:24 AM;BEST_ASK;7.12;1500
2/21/2023 9:58:57 AM;BEST_ASK;7.78;2500
2/21/2023 9:58:57 AM;TRADE;7.12;1500
2/21/2023 9:59:03 AM;BEST_ASK;7.5;4000
2/21/2023 9:59:06 AM;BEST_BID;7.04;1500
2/21/2023 9:59:11 AM;BEST_ASK;7.48;1500
2/21/2023 9:59:37 AM;BEST_ASK;7.48;1475
2/21/2023 9:59:37 AM;TRADE;7.48;25
2/21/2023 9:59:37 AM;BEST_ASK;7.4;796
2/21/2023 10:00:18 AM;BEST_ASK;7.24;796
2/21/2023 10:01:43 AM;BEST_BID;7.06;500
2/21/2023 10:11:30 AM;BEST_ASK;7.48;1021
2/21/2023 10:11:30 AM;TRADE;7.24;796
2/21/2023 10:11:30 AM;TRADE;7.48;454
2/21/2023 10:11:40 AM;BEST_ASK;7.48;1521
2/21/2023 10:11:41 AM;BEST_ASK;7.46;4000
2/21/2023 10:11:47 AM;BEST_ASK;7.44;1521
2/21/2023 10:12:04 AM;BEST_ASK;7.4;800
2/21/2023 10:12:28 AM;BEST_ASK;7.4;2300
2/21/2023 10:13:01 AM;BEST_ASK;7.4;50
2/21/2023 10:13:01 AM;TRADE;7.4;800
2/21/2023 10:13:01 AM;TRADE;7.4;1450
2/21/2023 10:13:07 AM;BEST_BID;7.06;1500
2/21/2023 10:13:11 AM;BEST_ASK;7.42;500
2/21/2023 10:13:15 AM;BEST_ASK;7.4;1000
2/21/2023 10:15:08 AM;BEST_ASK;7.36;900
2/21/2023 10:16:26 AM;BEST_ASK;7.36;1400
2/21/2023 10:21:01 AM;BEST_ASK;7.34;521
2/21/2023 10:21:09 AM;BEST_BID;7.1;1500
2/21/2023 10:31:42 AM;BEST_BID;7.12;4000
2/21/2023 10:48:21 AM;BEST_ASK;7.4;1021
2/21/2023 10:49:44 AM;BEST_BID;7.12;3000
2/21/2023 10:49:44 AM;TRADE;7.12;1000
2/21/2023 10:50:44 AM;BEST_BID;7.02;1500
2/21/2023 10:50:57 AM;BEST_ASK;7.36;900
2/21/2023 10:51:11 AM;BEST_BID;7.02;5500
2/21/2023 10:51:34 AM;BEST_ASK;7.36;4900
2/21/2023 10:51:38 AM;BEST_ASK;7.36;4000
2/21/2023 10:51:44 AM;BEST_BID;7.04;4000
2/21/2023 10:51:51 AM;BEST_ASK;7.38;4000
2/21/2023 10:53:32 AM;BEST_ASK;7.36;1021
2/21/2023 10:53:36 AM;BEST_BID;7.1;1500
2/21/2023 10:55:23 AM;BEST_ASK;7.34;900
2/21/2023 11:30:15 AM;BEST_BID;7.1;4850
2/21/2023 11:30:32 AM;BEST_ASK;7.3;1021
2/21/2023 11:31:17 AM;BEST_ASK;7.28;900
2/21/2023 11:47:12 AM;BEST_BID;7.2;2000
2/21/2023 11:54:21 AM;TRADE;7.2;225
2/21/2023 11:54:21 AM;BEST_BID;7.2;1775
2/21/2023 11:59:38 AM;BEST_BID;7.2;275
2/21/2023 11:59:38 AM;TRADE;7.2;1500
2/21/2023 12:24:56 PM;BEST_BID;7.1;4850
2/21/2023 12:24:56 PM;BEST_ASK;7.2;625
2/21/2023 12:24:56 PM;TRADE;7.2;275
2/21/2023 12:24:59 PM;BEST_ASK;7.28;625
2/21/2023 12:42:58 PM;BEST_BID;7.1;4900
2/21/2023 1:39:51 PM;BEST_BID;7.12;500
2/21/2023 2:37:06 PM;BEST_ASK;7.26;150
2/21/2023 2:37:47 PM;BEST_ASK;7.28;625
2/21/2023 3:12:52 PM;BEST_ASK;7.28;1105
2/21/2023 3:14:47 PM;BEST_ASK;7.26;1021
2/21/2023 3:18:08 PM;BEST_BID;7.1;550
2/21/2023 3:38:52 PM;BEST_ASK;7.2;1400
2/21/2023 3:41:24 PM;BEST_ASK;7.26;1021
2/21/2023 4:03:50 PM;BEST_ASK;7.24;625
2/21/2023 4:20:00 PM;BEST_BID;7.1;550
2/21/2023 4:20:00 PM;BEST_ASK;7.24;625
2/21/2023 4:20:07 PM;BEST_BID;7.1;50
2/21/2023 4:30:00 PM;BEST_BID;7.1;50
2/21/2023 4:45:00 PM;TRADE;7.2;0
2/22/2023 3:01:02 AM;BEST_BID;5.88;4000
2/22/2023 3:01:02 AM;BEST_ASK;7.9;1000
2/22/2023 7:15:03 AM;BEST_BID;7.04;4000
2/22/2023 7:15:03 AM;BEST_ASK;7.24;625
2/22/2023 8:21:12 AM;BEST_ASK;0;300
2/22/2023 8:26:31 AM;BEST_BID;7;1650
2/22/2023 8:27:13 AM;BEST_BID;7.02;280
2/22/2023 8:38:05 AM;BEST_BID;7.02;1130
2/22/2023 8:38:15 AM;BEST_BID;7.1;280
2/22/2023 8:56:38 AM;BEST_BID;7.14;280
2/22/2023 9:00:14 AM;BEST_BID;7.04;2480
2/22/2023 9:00:14 AM;BEST_ASK;7.24;625
2/22/2023 9:00:14 AM;TRADE;7.04;280
2/22/2023 9:00:14 AM;TRADE;7.04;20
2/22/2023 9:01:59 AM;TRADE;7.04;480
2/22/2023 9:01:59 AM;TRADE;7.04;1020
2/22/2023 9:01:59 AM;BEST_BID;7.04;980
2/22/2023 9:09:02 AM;BEST_BID;7.08;3000
2/22/2023 9:43:00 AM;BEST_ASK;7.26;4000
2/22/2023 9:50:36 AM;TRADE;7.08;2000
2/22/2023 9:50:36 AM;BEST_BID;7.08;1000
2/22/2023 9:57:30 AM;BEST_BID;7.04;580
2/22/2023 9:57:30 AM;TRADE;7.08;1000
2/22/2023 9:57:30 AM;TRADE;7.04;400
2/22/2023 10:00:33 AM;BEST_ASK;7.24;1500
2/22/2023 10:09:05 AM;BEST_ASK;7.2;625
2/22/2023 10:20:48 AM;BEST_BID;7.04;1515
2/22/2023 10:44:04 AM;BEST_BID;7.04;11515
2/22/2023 10:48:05 AM;BEST_BID;7.06;500
2/22/2023 11:37:57 AM;BEST_BID;7.08;850
2/22/2023 11:41:36 AM;BEST_BID;7.1;2457
2/22/2023 12:18:48 PM;BEST_ASK;7.2;600
2/22/2023 12:18:48 PM;TRADE;7.2;25
2/22/2023 12:19:00 PM;BEST_BID;7.12;850
2/22/2023 12:41:27 PM;TRADE;7.12;850
2/22/2023 12:41:27 PM;BEST_BID;7.1;2457
2/22/2023 12:42:13 PM;BEST_ASK;7.22;4000
2/22/2023 12:46:52 PM;BEST_ASK;7.2;1500
2/22/2023 12:55:20 PM;TRADE;7.1;2457
2/22/2023 12:55:20 PM;BEST_BID;7.06;500
2/22/2023 12:55:20 PM;BEST_BID;7.1;2457
2/22/2023 12:55:26 PM;BEST_BID;7.1;2914
2/22/2023 12:57:17 PM;BEST_ASK;7.18;600
2/22/2023 1:54:51 PM;TRADE;7.18;67
2/22/2023 1:54:51 PM;BEST_ASK;7.18;533
2/22/2023 2:21:18 PM;BEST_ASK;7.18;833
2/22/2023 2:29:01 PM;BEST_BID;7.12;90
2/22/2023 2:35:11 PM;BEST_ASK;7.18;2253
2/22/2023 2:38:42 PM;BEST_BID;7.2;2457
2/22/2023 2:38:42 PM;BEST_ASK;7.28;4000
2/22/2023 2:38:42 PM;TRADE;7.18;833
2/22/2023 2:38:42 PM;TRADE;7.18;1420
2/22/2023 2:38:42 PM;TRADE;7.2;1500
2/22/2023 3:02:13 PM;TRADE;7.28;2060
2/22/2023 3:02:13 PM;BEST_ASK;7.28;1940
2/22/2023 3:02:21 PM;BEST_BID;7.28;60
2/22/2023 3:02:21 PM;BEST_ASK;7.3;1683
2/22/2023 3:02:21 PM;TRADE;7.28;1940
2/22/2023 3:02:40 PM;TRADE;7.3;1000
2/22/2023 3:02:40 PM;BEST_ASK;7.3;683
2/22/2023 3:03:41 PM;TRADE;7.3;683
2/22/2023 3:03:41 PM;BEST_ASK;7.88;3500
2/22/2023 3:03:42 PM;BEST_ASK;7.58;1706
2/22/2023 3:05:00 PM;BEST_ASK;7.54;3700
2/22/2023 3:05:00 PM;BEST_ASK;7.4;1622
2/22/2023 3:05:14 PM;BEST_BID;7.22;4100
2/22/2023 3:05:14 PM;BEST_ASK;7.4;1562
2/22/2023 3:05:14 PM;TRADE;7.4;60
2/22/2023 3:10:23 PM;BEST_BID;7.24;500
2/22/2023 3:39:13 PM;BEST_BID;7.26;80
2/22/2023 3:39:52 PM;BEST_BID;7.26;280
2/22/2023 3:45:54 PM;BEST_BID;7.26;80
2/22/2023 3:56:01 PM;BEST_ASK;7.4;2562
2/22/2023 4:01:04 PM;BEST_ASK;7.4;1562
2/22/2023 4:01:04 PM;BEST_BID;7.22;3180
2/22/2023 4:01:04 PM;TRADE;7.26;80
2/22/2023 4:01:04 PM;TRADE;7.22;920
2/22/2023 4:03:14 PM;BEST_ASK;7.38;950
2/22/2023 4:03:14 PM;BEST_ASK;7.3;1906
2/22/2023 4:03:35 PM;BEST_BID;7.22;2497
2/22/2023 4:03:35 PM;TRADE;7.22;683
2/22/2023 4:08:57 PM;BEST_BID;7.2;2457
2/22/2023 4:09:10 PM;BEST_ASK;7.28;900
2/22/2023 4:18:10 PM;TRADE;7.2;2060
2/22/2023 4:18:10 PM;BEST_BID;7.2;397
2/22/2023 4:20:00 PM;BEST_BID;7.2;397
2/22/2023 4:20:00 PM;BEST_ASK;7.28;900
2/22/2023 4:20:16 PM;BEST_ASK;7.2;397
2/22/2023 4:20:18 PM;BEST_ASK;7.28;900
2/22/2023 4:20:31 PM;BEST_ASK;7.2;397
2/22/2023 4:20:42 PM;BEST_ASK;7.28;900
2/22/2023 4:20:58 PM;BEST_ASK;7.2;397
2/22/2023 4:21:07 PM;BEST_ASK;7.28;900
2/22/2023 4:28:51 PM;BEST_BID;7.12;1650
2/22/2023 4:28:51 PM;BEST_BID;7.12;1650
2/22/2023 4:30:00 PM;BEST_BID;7.12;1650
2/22/2023 4:30:00 PM;BEST_ASK;7.28;900
2/22/2023 4:45:00 PM;TRADE;7.2;0
2/23/2023 3:01:09 AM;BEST_BID;5.88;4000
2/23/2023 3:01:09 AM;BEST_ASK;7.9;500
2/23/2023 7:15:03 AM;BEST_ASK;7.56;4100
2/23/2023 7:40:01 AM;BEST_BID;6.5;4000
2/23/2023 8:16:29 AM;BEST_BID;6.6;15100
2/23/2023 8:17:21 AM;BEST_BID;7;1650
2/23/2023 8:34:57 AM;BEST_BID;7.02;850
2/23/2023 8:42:15 AM;BEST_BID;7.02;1307
2/23/2023 8:43:03 AM;BEST_BID;7.2;200
2/23/2023 8:44:03 AM;BEST_BID;7.3;100
2/23/2023 8:45:41 AM;BEST_ASK;7.3;250
2/23/2023 8:47:48 AM;BEST_BID;7.2;200
2/23/2023 8:48:12 AM;BEST_BID;7.1;100
2/23/2023 8:50:25 AM;BEST_ASK;7.3;305
2/23/2023 8:54:14 AM;BEST_ASK;7.3;55
2/23/2023 8:54:33 AM;BEST_ASK;7.3;905
2/23/2023 8:56:39 AM;BEST_BID;7.1;1030
2/23/2023 8:57:33 AM;BEST_BID;7.12;100
2/23/2023 9:00:28 AM;BEST_ASK;7.3;850
2/23/2023 9:06:53 AM;TRADE;7.3;100
2/23/2023 9:06:53 AM;BEST_ASK;7.3;750
2/23/2023 9:06:53 AM;BEST_ASK;7.3;2495
2/23/2023 9:23:43 AM;BEST_BID;7.36;13505
2/23/2023 9:23:43 AM;BEST_ASK;7.7;2750
2/23/2023 9:23:43 AM;TRADE;7.3;750
2/23/2023 9:23:43 AM;TRADE;7.3;1745
2/23/2023 9:23:43 AM;TRADE;7.36;4000
2/23/2023 9:23:43 AM;BEST_BID;7.36;11052
2/23/2023 9:23:43 AM;TRADE;7.36;2453
2/23/2023 9:24:17 AM;BEST_BID;7.5;200
2/23/2023 9:25:08 AM;BEST_BID;7.36;11052
2/23/2023 9:25:08 AM;BEST_ASK;7.5;600
2/23/2023 9:25:08 AM;TRADE;7.5;200
2/23/2023 9:25:13 AM;BEST_ASK;7.7;2750
2/23/2023 9:25:20 AM;BEST_ASK;7.5;700
2/23/2023 9:26:12 AM;TRADE;7.36;3300
2/23/2023 9:26:12 AM;BEST_BID;7.36;7752
2/23/2023 9:26:28 AM;TRADE;7.36;7043
2/23/2023 9:26:28 AM;BEST_BID;7.36;709
2/23/2023 9:26:40 AM;BEST_ASK;7.48;1383
2/23/2023 9:27:43 AM;BEST_BID;7.36;9
2/23/2023 9:27:43 AM;TRADE;7.36;700
2/23/2023 9:28:03 AM;BEST_BID;7.12;850
2/23/2023 9:28:03 AM;BEST_ASK;7.36;1374
2/23/2023 9:28:03 AM;TRADE;7.36;9
2/23/2023 9:28:07 AM;BEST_ASK;7.48;1374
2/23/2023 9:29:27 AM;BEST_ASK;7.4;1374
2/23/2023 9:29:50 AM;BEST_ASK;7.7;164
2/23/2023 9:29:50 AM;TRADE;7.4;1374
2/23/2023 9:29:50 AM;TRADE;7.7;86
2/23/2023 9:30:18 AM;BEST_BID;7.3;850
2/23/2023 9:31:44 AM;BEST_ASK;7.7;889
2/23/2023 9:32:55 AM;BEST_BID;7.34;850
2/23/2023 9:33:40 AM;BEST_BID;7.34;840
2/23/2023 9:33:40 AM;TRADE;7.34;10
2/23/2023 9:34:00 AM;BEST_BID;7.12;4000
2/23/2023 9:34:00 AM;BEST_ASK;7.34;160
2/23/2023 9:34:00 AM;TRADE;7.34;840
2/23/2023 9:38:13 AM;BEST_BID;7.12;3840
2/23/2023 9:38:13 AM;BEST_ASK;7.46;850
2/23/2023 9:38:13 AM;TRADE;7.12;160
2/23/2023 9:38:26 AM;BEST_BID;7.12;4000
2/23/2023 9:38:38 AM;BEST_BID;7.16;6200
2/23/2023 9:38:47 AM;BEST_BID;7.18;4000
2/23/2023 9:38:53 AM;BEST_ASK;7.54;850
2/23/2023 9:39:03 AM;BEST_ASK;7.52;850
2/23/2023 9:42:33 AM;BEST_BID;7.54;30
2/23/2023 9:42:33 AM;BEST_ASK;7.7;889
2/23/2023 9:42:33 AM;TRADE;7.52;850
2/23/2023 9:42:48 AM;BEST_BID;7.18;4000
2/23/2023 9:42:48 AM;BEST_ASK;7.52;130
2/23/2023 9:42:48 AM;TRADE;7.54;30
2/23/2023 9:42:52 AM;BEST_ASK;7.6;130
2/23/2023 9:46:08 AM;BEST_BID;7.22;4000
2/23/2023 9:48:41 AM;BEST_ASK;7.56;130
2/23/2023 9:50:27 AM;BEST_BID;7.26;4000
2/23/2023 10:02:48 AM;BEST_ASK;7.5;725
2/23/2023 10:38:06 AM;BEST_BID;7.26;2950
2/23/2023 10:38:06 AM;TRADE;7.26;1050
2/23/2023 10:38:53 AM;TRADE;7.5;50
2/23/2023 10:38:53 AM;BEST_ASK;7.5;675
2/23/2023 10:39:04 AM;BEST_BID;7.18;2950
2/23/2023 10:39:13 AM;BEST_BID;7.18;3990
2/23/2023 10:39:27 AM;BEST_ASK;7.48;4000
2/23/2023 10:40:10 AM;BEST_ASK;7.46;675
2/23/2023 10:42:59 AM;BEST_ASK;7.4;1500
2/23/2023 10:44:01 AM;BEST_ASK;7.46;675
2/23/2023 10:44:01 AM;BEST_ASK;7.3;1500
2/23/2023 10:45:17 AM;BEST_ASK;7.46;675
2/23/2023 10:45:17 AM;BEST_ASK;7.2;1500
2/23/2023 10:47:46 AM;BEST_ASK;7.46;675
2/23/2023 10:47:46 AM;BEST_BID;7.18;2490
2/23/2023 10:47:46 AM;TRADE;7.18;1500
2/23/2023 10:48:44 AM;BEST_BID;7.18;4290
2/23/2023 11:00:44 AM;BEST_ASK;7.44;820
2/23/2023 11:53:18 AM;BEST_ASK;7.4;480
2/23/2023 12:17:09 PM;BEST_BID;7.2;2000
2/23/2023 12:34:40 PM;BEST_ASK;7.4;344
2/23/2023 12:34:40 PM;TRADE;7.4;136
2/23/2023 12:39:20 PM;BEST_BID;7.18;4290
2/23/2023 12:39:20 PM;TRADE;7.2;2000
2/23/2023 1:09:12 PM;BEST_BID;6.62;2000
2/23/2023 1:09:12 PM;BEST_ASK;7.16;4510
2/23/2023 1:09:12 PM;TRADE;7.18;4290
2/23/2023 1:09:12 PM;TRADE;7.16;6200
2/23/2023 1:09:17 PM;BEST_BID;6.64;1047
2/23/2023 1:09:59 PM;BEST_BID;6.7;4100
2/23/2023 1:11:03 PM;BEST_ASK;7.4;5344
2/23/2023 1:11:03 PM;BEST_ASK;7.36;4510
2/23/2023 1:11:06 PM;BEST_BID;6.9;4100
2/23/2023 1:11:20 PM;BEST_ASK;7.24;4000
2/23/2023 1:11:41 PM;BEST_ASK;7.2;4900
2/23/2023 3:09:48 PM;BEST_ASK;7.18;4000
2/23/2023 4:17:47 PM;BEST_BID;6.96;2000
2/23/2023 4:20:00 PM;BEST_BID;6.96;2000
2/23/2023 4:20:00 PM;BEST_ASK;7.18;4000
2/23/2023 4:30:00 PM;BEST_BID;6.96;2000
2/23/2023 4:30:00 PM;BEST_ASK;7.18;4000
2/23/2023 4:45:00 PM;TRADE;7.16;0
2/24/2023 3:01:07 AM;BEST_BID;6.7;1075
2/24/2023 3:01:07 AM;BEST_ASK;7.68;700
2/24/2023 7:15:07 AM;BEST_BID;6.9;4100
2/24/2023 7:15:07 AM;BEST_ASK;7.18;4000
2/24/2023 7:37:33 AM;BEST_ASK;7.5;4000
2/24/2023 7:42:22 AM;BEST_BID;7;900
2/24/2023 8:15:05 AM;BEST_ASK;7.3;5000
2/24/2023 8:18:05 AM;BEST_ASK;7.2;5000
2/24/2023 8:26:24 AM;BEST_ASK;7.18;4000
2/24/2023 8:26:44 AM;BEST_BID;6.84;4100
2/24/2023 8:30:57 AM;BEST_ASK;7.16;3900
2/24/2023 8:31:24 AM;BEST_BID;6.86;1025
2/24/2023 9:13:12 AM;BEST_ASK;7.14;4000
2/24/2023 9:33:18 AM;BEST_ASK;7.1;4900
2/24/2023 9:41:02 AM;BEST_BID;6.9;900
2/24/2023 9:47:09 AM;BEST_ASK;7.14;4000
2/24/2023 9:48:53 AM;TRADE;7.14;4000
2/24/2023 9:48:53 AM;BEST_ASK;7.16;3900
2/24/2023 9:49:05 AM;BEST_ASK;7.2;5344
2/24/2023 9:49:12 AM;BEST_ASK;7.2;344
2/24/2023 9:49:45 AM;BEST_BID;7.3;1156
2/24/2023 9:49:45 AM;BEST_ASK;7.38;2500
2/24/2023 9:49:45 AM;TRADE;7.2;344
2/24/2023 9:49:45 AM;TRADE;7.3;8500
2/24/2023 9:49:45 AM;TRADE;7.3;5000
2/24/2023 9:49:53 AM;BEST_ASK;7.4;5100
2/24/2023 9:50:01 AM;BEST_ASK;7.66;3275
2/24/2023 9:50:02 AM;BEST_ASK;7.38;850
2/24/2023 9:50:07 AM;BEST_ASK;7.6;850
2/24/2023 9:50:56 AM;BEST_BID;7;4100
2/24/2023 9:50:56 AM;BEST_BID;7.1;2656
2/24/2023 9:52:13 AM;BEST_BID;7.12;4100
2/24/2023 9:52:35 AM;BEST_ASK;7.46;850
2/24/2023 9:59:56 AM;BEST_ASK;7.4;775
2/24/2023 10:00:59 AM;BEST_ASK;7.38;2500
2/24/2023 10:01:48 AM;BEST_ASK;7.3;775
2/24/2023 11:18:04 AM;BEST_BID;7.1;3100
2/24/2023 11:18:04 AM;TRADE;7.12;4100
2/24/2023 11:18:04 AM;TRADE;7.1;2900
2/24/2023 11:18:04 AM;BEST_BID;7.1;200
2/24/2023 11:18:16 AM;TRADE;7.1;200
2/24/2023 11:18:16 AM;BEST_BID;6.86;1025
2/24/2023 11:18:16 AM;BEST_ASK;7;4800
2/24/2023 11:19:09 AM;BEST_BID;6.7;2125
2/24/2023 11:19:32 AM;BEST_ASK;7.12;4000
2/24/2023 11:20:10 AM;BEST_ASK;7;5000
2/24/2023 11:21:03 AM;BEST_BID;6.8;4100
2/24/2023 11:21:24 AM;BEST_BID;6.8;6100
2/24/2023 11:24:19 AM;BEST_ASK;7;3500
2/24/2023 11:24:19 AM;TRADE;7;1500
2/24/2023 11:31:26 AM;BEST_BID;6.8;4100
2/24/2023 11:31:26 AM;TRADE;7;2000
2/24/2023 11:31:26 AM;BEST_ASK;7;1500
2/24/2023 11:35:41 AM;BEST_BID;6.82;1025
2/24/2023 11:44:49 AM;TRADE;7;1400
2/24/2023 11:44:49 AM;BEST_ASK;7;100
2/24/2023 12:09:57 PM;BEST_BID;6.9;2000
2/24/2023 1:04:36 PM;BEST_BID;6.9;2900
2/24/2023 1:04:45 PM;BEST_BID;6.9;2000
2/24/2023 1:44:29 PM;TRADE;7;16
2/24/2023 1:44:29 PM;BEST_ASK;7;84
2/24/2023 2:11:19 PM;BEST_ASK;7.14;850
2/24/2023 2:11:19 PM;BEST_ASK;7;5000
2/24/2023 2:11:19 PM;TRADE;7;84
2/24/2023 2:11:19 PM;TRADE;7;816
2/24/2023 2:11:50 PM;BEST_ASK;7;9000
2/24/2023 3:13:57 PM;TRADE;7;2000
2/24/2023 3:13:57 PM;BEST_ASK;7;7000
2/24/2023 3:27:04 PM;BEST_ASK;7;3500
2/24/2023 3:27:04 PM;BEST_ASK;7;8500
2/24/2023 3:27:04 PM;TRADE;7;3000
2/24/2023 3:27:04 PM;TRADE;7;500
2/24/2023 3:55:34 PM;TRADE;7;1000
2/24/2023 3:55:34 PM;BEST_ASK;7;7500
2/24/2023 4:14:24 PM;BEST_ASK;7;5168
2/24/2023 4:14:24 PM;TRADE;7;2332
2/24/2023 4:20:00 PM;BEST_BID;6.9;2000
2/24/2023 4:20:00 PM;BEST_ASK;7;5168
2/24/2023 4:30:00 PM;BEST_BID;6.9;2000
2/24/2023 4:30:00 PM;BEST_ASK;7;5168
2/24/2023 4:45:00 PM;TRADE;7;0
2/27/2023 3:01:08 AM;BEST_BID;6.7;1100
2/27/2023 3:01:08 AM;BEST_ASK;7;5000
2/27/2023 7:15:03 AM;BEST_ASK;7;5168
2/27/2023 7:57:58 AM;BEST_ASK;7;5000
2/27/2023 7:58:05 AM;BEST_BID;6.72;1500
2/27/2023 7:58:24 AM;BEST_BID;7;850
2/27/2023 7:58:30 AM;BEST_BID;6.8;850
2/27/2023 8:19:42 AM;BEST_BID;6.72;1500
2/27/2023 8:24:24 AM;BEST_BID;6.72;6000
2/27/2023 8:24:33 AM;BEST_BID;6.72;4500
2/27/2023 8:28:56 AM;BEST_BID;6.74;1100
2/27/2023 8:29:25 AM;BEST_ASK;6.98;4050
2/27/2023 8:48:25 AM;BEST_BID;6.9;1000
2/27/2023 8:50:36 AM;BEST_ASK;6.9;700
2/27/2023 8:51:00 AM;BEST_BID;6.92;250
2/27/2023 8:51:12 AM;BEST_BID;6.94;250
2/27/2023 9:00:09 AM;BEST_BID;6.92;50
2/27/2023 9:00:09 AM;BEST_ASK;6.98;4050
2/27/2023 9:00:09 AM;TRADE;6.92;450
2/27/2023 9:00:09 AM;TRADE;6.92;250
2/27/2023 9:03:01 AM;BEST_ASK;7;4050
2/27/2023 9:03:01 AM;TRADE;6.98;4050
2/27/2023 9:03:01 AM;TRADE;7;950
2/27/2023 9:03:41 AM;BEST_ASK;7;2050
2/27/2023 9:03:41 AM;TRADE;7;2000
2/27/2023 9:03:43 AM;BEST_ASK;7;50
2/27/2023 9:03:43 AM;TRADE;7;2000
2/27/2023 9:03:46 AM;BEST_ASK;7;4050
2/27/2023 9:03:51 AM;BEST_ASK;7;4048
2/27/2023 9:03:51 AM;TRADE;7;2
2/27/2023 9:04:19 AM;BEST_ASK;7;3048
2/27/2023 9:04:19 AM;BEST_ASK;7;8048
2/27/2023 9:04:19 AM;TRADE;7;48
2/27/2023 9:04:19 AM;TRADE;7;952
2/27/2023 9:05:45 AM;TRADE;7;3048
2/27/2023 9:05:45 AM;TRADE;7;5000
2/27/2023 9:05:45 AM;TRADE;7;1952
2/27/2023 9:05:45 AM;BEST_ASK;7.3;775
2/27/2023 9:05:45 AM;BEST_ASK;7;5000
2/27/2023 9:05:58 AM;TRADE;7;4000
2/27/2023 9:05:58 AM;BEST_ASK;7;1000
2/27/2023 9:06:05 AM;BEST_ASK;7;5000
2/27/2023 9:06:09 AM;BEST_ASK;7;9100
2/27/2023 9:06:14 AM;BEST_ASK;7;6958
2/27/2023 9:06:14 AM;BEST_ASK;7;11958
2/27/2023 9:06:14 AM;TRADE;7;1000
2/27/2023 9:06:14 AM;TRADE;7;1142
2/27/2023 9:09:02 AM;BEST_ASK;7;10958
2/27/2023 9:09:02 AM;TRADE;7;1000
2/27/2023 9:19:52 AM;BEST_ASK;7;14958
2/27/2023 9:20:17 AM;BEST_ASK;7;13958
2/27/2023 9:20:17 AM;TRADE;7;1000
2/27/2023 9:21:29 AM;BEST_ASK;7;8958
2/27/2023 9:21:29 AM;TRADE;7;858
2/27/2023 9:21:29 AM;TRADE;7;4100
2/27/2023 9:21:29 AM;TRADE;7;42
2/27/2023 9:21:55 AM;BEST_ASK;7;9858
2/27/2023 9:22:15 AM;BEST_ASK;7;5858
2/27/2023 9:22:21 AM;TRADE;7;1662
2/27/2023 9:22:21 AM;BEST_ASK;7;4196
2/27/2023 9:22:30 AM;BEST_ASK;7;8196
2/27/2023 9:22:58 AM;BEST_ASK;7;1996
2/27/2023 9:22:58 AM;BEST_ASK;7;6996
2/27/2023 9:22:58 AM;TRADE;7;3296
2/27/2023 9:22:58 AM;TRADE;7;900
2/27/2023 9:22:58 AM;TRADE;7;2004
2/27/2023 10:06:14 AM;BEST_ASK;7;10996
2/27/2023 10:13:45 AM;BEST_BID;6.94;950
2/27/2023 10:15:12 AM;BEST_BID;6.84;1000
2/27/2023 10:15:12 AM;TRADE;6.94;950
2/27/2023 10:15:12 AM;TRADE;6.92;50
2/27/2023 10:15:30 AM;BEST_BID;6.9;950
2/27/2023 10:16:05 AM;BEST_ASK;6.98;2000
2/27/2023 10:21:00 AM;TRADE;6.9;700
2/27/2023 10:21:00 AM;BEST_BID;6.9;250
2/27/2023 10:27:59 AM;BEST_ASK;7;10996
2/27/2023 10:27:59 AM;TRADE;6.98;2000
2/27/2023 10:28:49 AM;BEST_BID;6.9;500
2/27/2023 10:29:50 AM;BEST_ASK;7;10946
2/27/2023 10:29:50 AM;TRADE;7;50
2/27/2023 11:02:09 AM;BEST_ASK;7.7;2142
2/27/2023 11:02:09 AM;BEST_ASK;7;5000
2/27/2023 11:02:09 AM;TRADE;7;1946
2/27/2023 11:02:09 AM;TRADE;7;5000
2/27/2023 11:02:09 AM;TRADE;7;4000
2/27/2023 11:02:26 AM;BEST_BID;6.82;1000
2/27/2023 11:02:26 AM;BEST_ASK;7;4500
2/27/2023 11:02:26 AM;TRADE;7;500
2/27/2023 11:02:32 AM;TRADE;7;1000
2/27/2023 11:02:32 AM;BEST_ASK;7;3500
2/27/2023 11:02:37 AM;TRADE;7;1500
2/27/2023 11:02:37 AM;BEST_ASK;7;2000
2/27/2023 11:03:20 AM;TRADE;7;1350
2/27/2023 11:03:20 AM;BEST_ASK;7;650
2/27/2023 11:03:28 AM;BEST_ASK;7;4650
2/27/2023 11:03:56 AM;BEST_BID;6.9;2000
2/27/2023 11:04:26 AM;BEST_BID;6.92;1000
2/27/2023 11:04:44 AM;BEST_ASK;7;1650
2/27/2023 11:04:44 AM;BEST_ASK;7;6650
2/27/2023 11:04:44 AM;TRADE;7;650
2/27/2023 11:04:44 AM;TRADE;7;2350
2/27/2023 11:05:00 AM;BEST_ASK;7;5000
2/27/2023 11:05:09 AM;TRADE;7;1500
2/27/2023 11:05:09 AM;BEST_ASK;7;3500
2/27/2023 11:05:15 AM;TRADE;7;1000
2/27/2023 11:05:15 AM;BEST_ASK;7;2500
2/27/2023 11:05:21 AM;TRADE;7;1000
2/27/2023 11:05:21 AM;BEST_ASK;7;1500
